X,Y,Z,Stress_MPa
24.0,1.199997901916504,0.0,0.46102964241482236
24.0,0.036835670471191406,0.0,0.5822702035657396
23.13390350341797,0.036835670471191406,0.0,0.45786259252458145
22.437166213989258,1.33673095703125,0.0,0.5413179134252475
21.42668914794922,0.3299415111541748,0.0,0.44779121268718175
24.0,0.036835670471191406,5.0,2.686336564616078
23.13390350341797,0.036835670471191406,5.0,2.713231568634968
21.42668914794922,0.3299415111541748,5.0,2.793439998390649
24.86609649658203,0.036835670471191406,0.0,0.43254300903027204
24.86609649658203,0.036835670471191406,5.0,2.684010479748186
26.57331085205078,0.3299415111541748,0.0,0.5251463790204716
24.0,1.199997901916504,5.0,2.788524788186458
25.562833786010742,1.33673095703125,5.0,2.6984305845090333
26.57331085205078,0.3299415111541748,5.0,2.7640722529825976
20.92181968688965,1.7427653074264526,0.0,0.5090684671173108
19.793689727783203,0.9076930284500122,0.0,0.39499344322706004
19.793689727783203,0.9076930284500122,5.0,2.8712665303200873
25.562833786010742,1.33673095703125,0.0,0.5267135634066977
27.882051467895508,0.7929727435112,0.0,0.5078805268596448
27.882051467895508,0.7929727435112,5.0,2.698555531152542
22.437166213989258,1.33673095703125,5.0,2.7807571372379623
27.078182220458984,1.7427653074264526,5.0,2.729646761085574
27.882051467895508,2.117615222930908,0.0,0.5191668598889314
28.206310272216797,0.9076930284500122,0.0,0.502103326817987
27.078182220458984,1.7427653074264526,0.0,0.4901188732992806
28.206310272216797,0.9076930284500122,5.0,2.7086599730772094
27.882051467895508,2.117615222930908,5.0,2.7828706522622566
19.5,2.4057700634002686,0.0,0.5232768275623628
18.281997680664062,1.7534345388412476,0.0,0.57680449757036
18.281997680664062,1.7534345388412476,5.0,2.9034896402781563
29.718002319335938,1.7534345388412476,0.0,0.5660506014405846
20.92181968688965,1.7427653074264526,5.0,2.783966297884793
28.5,2.4057700634002686,5.0,2.610838332107039
29.718002319335938,1.7534345388412476,5.0,2.645316185924908
19.5,2.4057700634002686,5.0,2.89082226956944
18.21491241455078,3.3055992126464844,0.0,0.5350336492478484
16.935211181640625,2.8427727222442627,0.0,0.49532202192140096
16.935211181640625,2.8427727222442627,5.0,2.9606607698691807
28.5,2.4057700634002686,0.0,0.4587025958262183
31.064788818359375,2.8427727222442627,0.0,0.5647538307596911
29.78508949279785,3.3055992126464844,5.0,2.6634310199817297
31.064788818359375,2.8427727222442627,5.0,2.6228037878121726
18.21491241455078,3.3055992126464844,5.0,2.9794011884649567
29.78508949279785,3.3055992126464844,0.0,0.5459153294667913
17.105600357055664,4.414912223815918,0.0,0.47150220956076494
15.792173385620117,4.14429235458374,0.0,0.43832770979722724
15.792173385620117,4.14429235458374,5.0,3.0737752337763276
32.207828521728516,4.14429235458374,0.0,0.5091894897760152
30.894399642944336,4.414912223815918,5.0,2.5928067991124437
32.207828521728516,4.14429235458374,5.0,2.5202908118885565
17.105600357055664,4.414912223815918,5.0,2.9417331941217926
30.894399642944336,4.414912223815918,0.0,0.5036712451603519
16.20577049255371,5.699999809265137,0.0,0.4842136938306709
14.885846138000488,5.620457172393799,0.0,0.5919604693392768
14.885846138000488,5.620457172393799,5.0,3.090933820570984
33.11415481567383,5.620457172393799,0.0,0.5753561193357939
31.79422950744629,5.699999809265137,5.0,2.613345462189386
33.11415481567383,5.620457172393799,5.0,2.512975180417638
16.20577049255371,5.699999809265137,5.0,2.9180914612260835
31.79422950744629,5.699999809265137,0.0,0.37688839306348776
15.542766571044922,7.121816158294678,0.0,0.5474467469279009
14.242369651794434,7.228694915771484,0.0,0.46502420559008456
14.242369651794434,7.228694915771484,5.0,3.1379557029318974
33.75762939453125,7.228694915771484,0.0,0.531242955401328
32.45723342895508,7.121816158294678,5.0,2.50654254298678
33.75762939453125,7.228694915771484,5.0,2.365150162030697
15.542766571044922,7.121816158294678,5.0,3.047075259158785
32.45723342895508,7.121816158294678,0.0,0.5874861196028521
15.466283798217773,7.40725564956665,0.0,0.48692758035443867
15.466283798217773,7.40725564956665,5.0,2.984001211218742
32.53371810913086,7.40725564956665,0.0,0.5095990066141087
33.81200408935547,7.40725564956665,0.0,0.508756325034041
14.187995910644531,7.40725564956665,5.0,3.1237687064986996
32.53371810913086,7.40725564956665,5.0,2.4871730740435445
14.187995910644531,7.40725564956665,0.0,0.45475723322323713
33.81200408935547,7.40725564956665,5.0,2.450383506374206
10.766541481018066,25.508831024169922,0.0,0.5695864034811123
14.3884916305542,13.614513397216797,0.0,0.5282059278621549
15.000000953674316,10.199997901916504,0.0,0.5035389160218403
15.136731147766113,8.637167930603027,0.0,0.5442668631702053
8.675870895385742,25.508831024169922,0.0,0.4696022626780853
15.136731147766113,8.637167930603027,5.0,2.9711872191269264
32.8632698059082,8.637167930603027,0.0,0.5165620585309307
33.0,10.199997901916504,0.0,0.5144959164161539
33.611507415771484,13.614513397216797,0.0,0.47172851104520414
39.32413101196289,25.508831024169922,0.0,0.448379043491141
39.32413101196289,25.508831024169922,5.0,3.3490282133987943
15.000000953674316,10.199997901916504,5.0,3.003799040857106
14.3884916305542,13.614513397216797,5.0,3.00360334276241
